Vardas             Pavarde                 ND1       ND2       ND3       ND4       ND5 Egzaminas
Vardas3170             Pavarde3170          8          9          6          2          10
Vardas3171             Pavarde3171          7          9          5          8          3
Vardas3172             Pavarde3172          6          4          2          7          7
Vardas3173             Pavarde3173          6          3          7          6          2
Vardas3174             Pavarde3174          9          4          10          10          6
Vardas3175             Pavarde3175          9          6          10          9          3
Vardas3176             Pavarde3176          6          1          5          6          6
Vardas3177             Pavarde3177          9          10          1          3          4
Vardas3178             Pavarde3178          4          10          10          7          4
Vardas3179             Pavarde3179          2          2          5          7          9
Vardas3180             Pavarde3180          1          6          10          8          3
Vardas3181             Pavarde3181          6          3          5          8          2
Vardas3182             Pavarde3182          6          10          8          10          6
Vardas3183             Pavarde3183          7          8          9          3          6
Vardas3184             Pavarde3184          8          10          8          3          9
Vardas3185             Pavarde3185          3          5          10          9          9
Vardas3186             Pavarde3186          10          5          5          4          7
Vardas3187             Pavarde3187          10          10          6          7          7
Vardas3188             Pavarde3188          6          2          9          4          7
Vardas3189             Pavarde3189          3          4          5          4          9
Vardas3190             Pavarde3190          3          7          10          5          8
Vardas3191             Pavarde3191          9          6          7          3          8
Vardas3192             Pavarde3192          2          6          5          1          3
Vardas3193             Pavarde3193          1          1          7          3          5
Vardas3194             Pavarde3194          7          8          5          3          9
Vardas3195             Pavarde3195          3          8          5          3          1
Vardas3196             Pavarde3196          7          3          2          10          9
Vardas3197             Pavarde3197          9          9          4          6          8
Vardas3198             Pavarde3198          8          1          2          9          2
Vardas3199             Pavarde3199          6          10          3          7          6
Vardas3200             Pavarde3200          9          7          5          8          5
Vardas3201             Pavarde3201          9          8          7          4          4
Vardas3202             Pavarde3202          4          4          8          8          10
Vardas3203             Pavarde3203          3          10          10          6          10
Vardas3204             Pavarde3204          5          5          1          6          5
Vardas3205             Pavarde3205          8          8          9          6          5
Vardas3206             Pavarde3206          4          5          6          7          9
Vardas3207             Pavarde3207          10          7          1          1          9
Vardas3208             Pavarde3208          2          8          6          8          10
Vardas3209             Pavarde3209          10          6          3          2          4
Vardas3210             Pavarde3210          4          2          9          7          2
Vardas3211             Pavarde3211          3          9          2          1          9
Vardas3212             Pavarde3212          2          6          6          5          3
Vardas3213             Pavarde3213          10          2          8          8          6
Vardas3214             Pavarde3214          4          5          2          1          2
Vardas3215             Pavarde3215          10          9          2          7          1
Vardas3216             Pavarde3216          7          6          3          5          6
Vardas3217             Pavarde3217          5          5          8          1          1
Vardas3218             Pavarde3218          5          4          1          6          5
Vardas3219             Pavarde3219          1          3          10          4          7
Vardas3220             Pavarde3220          3          10          9          5          9
Vardas3221             Pavarde3221          9          1          1          5          3
Vardas3222             Pavarde3222          6          2          9          7          9
Vardas3223             Pavarde3223          10          2          6          4          10
Vardas3224             Pavarde3224          10          9          1          2          2
Vardas3225             Pavarde3225          9          4          9          9          4
Vardas3226             Pavarde3226          7          5          1          5          8
Vardas3227             Pavarde3227          6          5          1          5          1
Vardas3228             Pavarde3228          1          8          8          4          4
Vardas3229             Pavarde3229          6          9          8          8          4
Vardas3230             Pavarde3230          3          6          5          7          4
Vardas3231             Pavarde3231          2          8          9          6          2
Vardas3232             Pavarde3232          2          5          3          9          10
Vardas3233             Pavarde3233          2          7          5          2          6
Vardas3234             Pavarde3234          3          6          9          1          7
Vardas3235             Pavarde3235          4          7          2          1          2
Vardas3236             Pavarde3236          8          6          10          7          7
Vardas3237             Pavarde3237          2          9          8          9          10
Vardas3238             Pavarde3238          9          7          1          5          7
Vardas3239             Pavarde3239          3          7          4          1          9
Vardas3240             Pavarde3240          7          4          9          2          4
Vardas3241             Pavarde3241          2          7          9          5          4
Vardas3242             Pavarde3242          7          8          2          4          7
Vardas3243             Pavarde3243          6          9          7          7          9
Vardas3244             Pavarde3244          9          7          7          4          1
Vardas3245             Pavarde3245          7          6          9          5          8
Vardas3246             Pavarde3246          1          6          10          5          10
Vardas3247             Pavarde3247          9          3          5          9          7
Vardas3248             Pavarde3248          9          2          8          4          9
Vardas3249             Pavarde3249          7          8          6          10          9
Vardas3250             Pavarde3250          4          8          6          2          3
Vardas3251             Pavarde3251          3          6          10          7          6
Vardas3252             Pavarde3252          9          4          3          3          5
Vardas3253             Pavarde3253          10          4          5          3          3
Vardas3254             Pavarde3254          3          1          7          5          7
Vardas3255             Pavarde3255          7          7          3          5          7
Vardas3256             Pavarde3256          4          3          10          1          8
Vardas3257             Pavarde3257          3          3          1          9          10
Vardas3258             Pavarde3258          6          1          2          10          7
Vardas3259             Pavarde3259          4          2          8          2          7
Vardas3260             Pavarde3260          2          4          1          9          1
Vardas3261             Pavarde3261          6          7          4          7          5
Vardas3262             Pavarde3262          5          9          5          7          5
Vardas3263             Pavarde3263          8          10          3          5          4
Vardas3264             Pavarde3264          5          1          3          9          4
Vardas3265             Pavarde3265          1          5          10          2          2
Vardas3266             Pavarde3266          9          5          1          6          2
Vardas3267             Pavarde3267          9          6          5          4          1
Vardas3268             Pavarde3268          4          4          2          3          5
Vardas3269             Pavarde3269          9          10          6          9          7
Vardas3270             Pavarde3270          9          2          9          3          2
Vardas3271             Pavarde3271          7          2          10          2          3
Vardas3272             Pavarde3272          3          7          9          1          4
Vardas3273             Pavarde3273          3          2          9          8          7
Vardas3274             Pavarde3274          9          6          6          3          1
Vardas3275             Pavarde3275          10          6          4          6          10
Vardas3276             Pavarde3276          1          6          10          1          1
Vardas3277             Pavarde3277          8          8          6          2          2
Vardas3278             Pavarde3278          7          4          4          1          5
Vardas3279             Pavarde3279          3          6          8          9          5
Vardas3280             Pavarde3280          10          2          4          9          3
Vardas3281             Pavarde3281          7          8          6          6          10
Vardas3282             Pavarde3282          7          4          6          2          5
Vardas3283             Pavarde3283          7          7          10          2          4
Vardas3284             Pavarde3284          4          8          7          2          7
Vardas3285             Pavarde3285          7          4          4          1          7
Vardas3286             Pavarde3286          2          6          8          2          6
Vardas3287             Pavarde3287          6          1          8          3          3
Vardas3288             Pavarde3288          1          10          2          9          4
Vardas3289             Pavarde3289          9          1          5          1          3
Vardas3290             Pavarde3290          9          5          3          8          7
Vardas3291             Pavarde3291          8          8          4          5          6
Vardas3292             Pavarde3292          9          5          2          1          10
Vardas3293             Pavarde3293          9          5          8          10          10
Vardas3294             Pavarde3294          7          9          9          9          9
Vardas3295             Pavarde3295          2          5          9          5          4
Vardas3296             Pavarde3296          3          2          4          10          4
Vardas3297             Pavarde3297          10          1          6          6          4
Vardas3298             Pavarde3298          10          6          10          4          6
Vardas3299             Pavarde3299          3          3          7          4          1
Vardas3300             Pavarde3300          10          5          10          5          10
Vardas3301             Pavarde3301          10          2          7          6          10
Vardas3302             Pavarde3302          4          1          7          5          9
Vardas3303             Pavarde3303          3          10          9          1          6
Vardas3304             Pavarde3304          5          2          9          10          2
Vardas3305             Pavarde3305          1          5          8          1          3
Vardas3306             Pavarde3306          2          1          6          4          5
Vardas3307             Pavarde3307          10          4          10          4          1
Vardas3308             Pavarde3308          5          5          5          6          2
Vardas3309             Pavarde3309          4          8          10          2          1
Vardas3310             Pavarde3310          1          7          9          10          4
Vardas3311             Pavarde3311          9          2          2          3          7
Vardas3312             Pavarde3312          7          3          7          10          9
Vardas3313             Pavarde3313          1          10          7          2          4
Vardas3314             Pavarde3314          9          3          1          10          5
Vardas3315             Pavarde3315          5          5          9          9          5
Vardas3316             Pavarde3316          4          7          1          6          8
Vardas3317             Pavarde3317          9          9          10          9          3
Vardas3318             Pavarde3318          8          1          9          1          5
Vardas3319             Pavarde3319          10          10          4          5          1
Vardas3320             Pavarde3320          9          5          5          10          10
Vardas3321             Pavarde3321          8          7          7          2          10
Vardas3322             Pavarde3322          6          6          1          8          10
Vardas3323             Pavarde3323          9          3          5          2          6
Vardas3324             Pavarde3324          6          2          5          9          3
Vardas3325             Pavarde3325          4          2          3          7          6
Vardas3326             Pavarde3326          9          6          8          5          1
Vardas3327             Pavarde3327          4          3          2          7          7
Vardas3328             Pavarde3328          10          3          7          8          1
Vardas3329             Pavarde3329          4          10          10          8          5
Vardas3330             Pavarde3330          10          7          7          6          3
Vardas3331             Pavarde3331          10          1          9          8          7
Vardas3332             Pavarde3332          1          7          1          8          8
Vardas3333             Pavarde3333          4          5          8          1          8
Vardas3334             Pavarde3334          1          7          2          9          5
Vardas3335             Pavarde3335          8          2          7          9          3
Vardas3336             Pavarde3336          3          8          5          10          9
Vardas3337             Pavarde3337          4          6          7          7          2
Vardas3338             Pavarde3338          4          3          8          4          10
Vardas3339             Pavarde3339          6          5          6          1          10
Vardas3340             Pavarde3340          10          7          10          7          8
Vardas3341             Pavarde3341          1          8          7          6          8
Vardas3342             Pavarde3342          4          3          9          6          1
Vardas3343             Pavarde3343          4          8          4          4          4
Vardas3344             Pavarde3344          7          6          5          4          5
Vardas3345             Pavarde3345          2          5          4          10          10
Vardas3346             Pavarde3346          10          6          10          2          9
Vardas3347             Pavarde3347          2          4          8          3          7
Vardas3348             Pavarde3348          9          3          1          9          5
Vardas3349             Pavarde3349          8          5          3          6          1
Vardas3350             Pavarde3350          3          2          4          10          8
Vardas3351             Pavarde3351          10          3          5          6          4
Vardas3352             Pavarde3352          7          2          7          7          5
Vardas3353             Pavarde3353          8          7          7          6          2
Vardas3354             Pavarde3354          1          6          2          6          5
Vardas3355             Pavarde3355          1          6          3          2          8
Vardas3356             Pavarde3356          1          3          4          2          6
Vardas3357             Pavarde3357          3          9          6          6          4
Vardas3358             Pavarde3358          4          6          6          2          4
Vardas3359             Pavarde3359          1          5          1          3          1
Vardas3360             Pavarde3360          10          9          5          6          2
Vardas3361             Pavarde3361          1          9          2          9          8
Vardas3362             Pavarde3362          3          5          7          6          3
Vardas3363             Pavarde3363          6          1          8          1          6
Vardas3364             Pavarde3364          8          3          4          7          10
Vardas3365             Pavarde3365          2          4          4          2          10
Vardas3366             Pavarde3366          4          6          6          7          1
Vardas3367             Pavarde3367          10          7          10          4          8
Vardas3368             Pavarde3368          6          10          6          6          2
Vardas3369             Pavarde3369          8          1          2          1          6
Vardas3370             Pavarde3370          7          4          4          3          5
Vardas3371             Pavarde3371          7          9          5          3          6
Vardas3372             Pavarde3372          7          2          6          9          1
Vardas3373             Pavarde3373          2          7          5          7          1
Vardas3374             Pavarde3374          8          4          2          10          4
Vardas3375             Pavarde3375          10          7          5          6          8
Vardas3376             Pavarde3376          9          1          3          5          9
Vardas3377             Pavarde3377          8          8          6          6          8
Vardas3378             Pavarde3378          6          8          4          5          7
Vardas3379             Pavarde3379          9          5          9          6          4
Vardas3380             Pavarde3380          8          4          3          7          10
Vardas3381             Pavarde3381          9          1          5          4          6
Vardas3382             Pavarde3382          10          1          5          3          3
Vardas3383             Pavarde3383          6          8          8          4          4
Vardas3384             Pavarde3384          7          8          7          2          9
Vardas3385             Pavarde3385          3          4          7          9          2
Vardas3386             Pavarde3386          9          3          8          6          9
Vardas3387             Pavarde3387          3          2          7          3          8
Vardas3388             Pavarde3388          5          10          9          1          8
Vardas3389             Pavarde3389          6          9          9          5          2
Vardas3390             Pavarde3390          7          7          4          4          5
Vardas3391             Pavarde3391          8          10          7          3          2
Vardas3392             Pavarde3392          5          5          6          1          6
Vardas3393             Pavarde3393          8          1          1          10          3
Vardas3394             Pavarde3394          4          2          4          3          2
Vardas3395             Pavarde3395          7          6          3          4          5
Vardas3396             Pavarde3396          1          6          5          1          2
Vardas3397             Pavarde3397          1          8          10          6          3
Vardas3398             Pavarde3398          7          3          9          3          5
Vardas3399             Pavarde3399          3          2          6          8          5
Vardas3400             Pavarde3400          8          5          8          1          6
Vardas3401             Pavarde3401          8          1          9          2          9
Vardas3402             Pavarde3402          1          7          10          9          1
Vardas3403             Pavarde3403          6          2          2          10          6
Vardas3404             Pavarde3404          9          9          7          10          7
Vardas3405             Pavarde3405          7          8          10          4          8
Vardas3406             Pavarde3406          4          7          3          1          1
Vardas3407             Pavarde3407          1          2          6          8          10
Vardas3408             Pavarde3408          7          1          10          4          3
Vardas3409             Pavarde3409          1          2          4          5          1
Vardas3410             Pavarde3410          3          3          1          6          2
Vardas3411             Pavarde3411          3          5          10          5          6
Vardas3412             Pavarde3412          9          10          2          8          1
Vardas3413             Pavarde3413          10          3          3          4          7
Vardas3414             Pavarde3414          2          4          8          4          8
Vardas3415             Pavarde3415          5          1          1          6          2
Vardas3416             Pavarde3416          6          7          2          7          8
Vardas3417             Pavarde3417          7          2          1          8          10
Vardas3418             Pavarde3418          1          10          7          1          1
Vardas3419             Pavarde3419          4          3          6          9          9
Vardas3420             Pavarde3420          2          7          2          1          5
Vardas3421             Pavarde3421          5          6          4          7          8
Vardas3422             Pavarde3422          3          3          9          8          5
Vardas3423             Pavarde3423          6          3          3          9          9
Vardas3424             Pavarde3424          9          3          5          7          9
Vardas3425             Pavarde3425          8          4          3          6          9
Vardas3426             Pavarde3426          4          3          8          2          1
Vardas3427             Pavarde3427          5          9          4          5          6
Vardas3428             Pavarde3428          9          10          7          9          6
Vardas3429             Pavarde3429          10          1          10          7          4
Vardas3430             Pavarde3430          1          9          4          8          2
Vardas3431             Pavarde3431          10          3          8          9          10
Vardas3432             Pavarde3432          7          3          8          6          3
Vardas3433             Pavarde3433          9          4          1          8          7
Vardas3434             Pavarde3434          8          10          7          3          6
Vardas3435             Pavarde3435          6          6          2          5          1
Vardas3436             Pavarde3436          7          6          6          2          4
Vardas3437             Pavarde3437          6          2          1          8          10
Vardas3438             Pavarde3438          10          3          4          6          5
Vardas3439             Pavarde3439          4          3          6          7          3
Vardas3440             Pavarde3440          6          1          4          9          6
Vardas3441             Pavarde3441          8          2          10          5          4
Vardas3442             Pavarde3442          10          5          9          3          8
Vardas3443             Pavarde3443          8          2          9          9          7
Vardas3444             Pavarde3444          10          9          8          7          1
Vardas3445             Pavarde3445          8          5          1          3          3
Vardas3446             Pavarde3446          8          3          2          6          5
Vardas3447             Pavarde3447          7          4          4          8          8
Vardas3448             Pavarde3448          4          9          8          8          8
Vardas3449             Pavarde3449          10          5          2          2          10
Vardas3450             Pavarde3450          8          10          5          8          4
Vardas3451             Pavarde3451          1          2          6          10          7
Vardas3452             Pavarde3452          10          3          4          2          5
Vardas3453             Pavarde3453          1          9          10          9          6
Vardas3454             Pavarde3454          1          4          9          9          10
Vardas3455             Pavarde3455          8          10          4          9          10
Vardas3456             Pavarde3456          10          6          3          10          6
Vardas3457             Pavarde3457          4          9          5          4          3
Vardas3458             Pavarde3458          9          10          9          5          5
Vardas3459             Pavarde3459          3          9          10          7          5
Vardas3460             Pavarde3460          1          4          8          8          5
Vardas3461             Pavarde3461          9          1          9          10          6
Vardas3462             Pavarde3462          2          3          3          1          9
Vardas3463             Pavarde3463          1          2          7          7          3
Vardas3464             Pavarde3464          4          10          2          3          6
Vardas3465             Pavarde3465          1          4          3          1          6
Vardas3466             Pavarde3466          5          4          10          4          9
Vardas3467             Pavarde3467          5          2          6          6          2
Vardas3468             Pavarde3468          6          10          8          5          4
Vardas3469             Pavarde3469          6          10          5          4          3
Vardas3470             Pavarde3470          7          8          2          8          7
Vardas3471             Pavarde3471          7          10          5          1          6
Vardas3472             Pavarde3472          1          1          7          3          6
Vardas3473             Pavarde3473          4          10          3          4          9
Vardas3474             Pavarde3474          4          8          4          5          5
Vardas3475             Pavarde3475          10          1          7          9          6
Vardas3476             Pavarde3476          9          7          6          8          10
Vardas3477             Pavarde3477          6          5          7          4          10
Vardas3478             Pavarde3478          10          1          6          6          2
Vardas3479             Pavarde3479          10          7          3          7          8
Vardas3480             Pavarde3480          3          6          8          6          6
Vardas3481             Pavarde3481          1          9          8          2          7
Vardas3482             Pavarde3482          8          1          5          8          1
Vardas3483             Pavarde3483          8          9          1          6          9
Vardas3484             Pavarde3484          9          4          6          6          1
Vardas3485             Pavarde3485          2          6          5          4          3
Vardas3486             Pavarde3486          5          3          1          1          10
Vardas3487             Pavarde3487          2          7          6          6          10
Vardas3488             Pavarde3488          4          4          3          9          10
Vardas3489             Pavarde3489          6          7          7          4          2
Vardas3490             Pavarde3490          2          1          10          3          2
Vardas3491             Pavarde3491          1          1          1          1          1
Vardas3492             Pavarde3492          1          9          9          2          10
Vardas3493             Pavarde3493          2          3          7          5          5
Vardas3494             Pavarde3494          2          2          4          7          6
Vardas3495             Pavarde3495          7          5          2          6          7
Vardas3496             Pavarde3496          1          3          6          3          10
Vardas3497             Pavarde3497          9          8          2          3          5
Vardas3498             Pavarde3498          4          2          5          5          8
Vardas3499             Pavarde3499          2          7          7          1          3
Vardas3500             Pavarde3500          5          4          3          5          7
Vardas3501             Pavarde3501          10          9          3          3          7
Vardas3502             Pavarde3502          2          1          4          2          1
Vardas3503             Pavarde3503          9          8          1          1          2
Vardas3504             Pavarde3504          10          9          6          4          1
Vardas3505             Pavarde3505          10          3          9          3          10
Vardas3506             Pavarde3506          7          1          5          1          2
Vardas3507             Pavarde3507          2          2          9          1          9
Vardas3508             Pavarde3508          3          4          7          1          10
Vardas3509             Pavarde3509          2          3          8          8          8
Vardas3510             Pavarde3510          4          7          6          9          10
Vardas3511             Pavarde3511          7          5          4          2          2
Vardas3512             Pavarde3512          5          3          4          1          1
Vardas3513             Pavarde3513          2          5          5          8          4
Vardas3514             Pavarde3514          5          5          5          10          5
Vardas3515             Pavarde3515          9          10          9          4          7
Vardas3516             Pavarde3516          4          9          3          7          2
Vardas3517             Pavarde3517          5          1          10          10          4
Vardas3518             Pavarde3518          2          4          10          9          5
Vardas3519             Pavarde3519          4          8          4          10          9
Vardas3520             Pavarde3520          4          9          1          4          3
Vardas3521             Pavarde3521          7          4          8          5          9
Vardas3522             Pavarde3522          4          2          4          9          4
Vardas3523             Pavarde3523          8          1          3          2          5
Vardas3524             Pavarde3524          9          1          1          6          1
Vardas3525             Pavarde3525          4          2          2          3          8
Vardas3526             Pavarde3526          3          4          8          6          4
Vardas3527             Pavarde3527          2          2          3          6          10
Vardas3528             Pavarde3528          8          10          5          4          3
Vardas3529             Pavarde3529          6          7          3          5          4
Vardas3530             Pavarde3530          4          4          4          10          8
Vardas3531             Pavarde3531          1          8          1          8          2
Vardas3532             Pavarde3532          10          1          6          6          8
Vardas3533             Pavarde3533          1          7          3          1          6
Vardas3534             Pavarde3534          3          7          8          8          7
Vardas3535             Pavarde3535          9          6          3          4          8
Vardas3536             Pavarde3536          8          8          3          9          10
Vardas3537             Pavarde3537          2          5          6          3          5
Vardas3538             Pavarde3538          2          1          4          1          8
Vardas3539             Pavarde3539          4          5          4          5          7
Vardas3540             Pavarde3540          8          9          7          10          4
Vardas3541             Pavarde3541          4          8          7          10          2
Vardas3542             Pavarde3542          2          10          4          8          7
Vardas3543             Pavarde3543          9          8          4          5          4
Vardas3544             Pavarde3544          2          9          3          9          9
Vardas3545             Pavarde3545          9          7          9          8          1
Vardas3546             Pavarde3546          4          8          2          2          2
Vardas3547             Pavarde3547          8          6          6          7          7
Vardas3548             Pavarde3548          10          4          6          2          3
Vardas3549             Pavarde3549          2          3          8          7          3
Vardas3550             Pavarde3550          6          2          4          2          2
Vardas3551             Pavarde3551          2          3          7          2          7
Vardas3552             Pavarde3552          5          2          2          7          7
Vardas3553             Pavarde3553          1          3          2          7          2
Vardas3554             Pavarde3554          5          1          6          9          2
Vardas3555             Pavarde3555          6          9          8          9          10
Vardas3556             Pavarde3556          2          9          7          1          8
Vardas3557             Pavarde3557          7          6          9          2          1
Vardas3558             Pavarde3558          4          6          3          10          8
Vardas3559             Pavarde3559          5          10          6          9          4
Vardas3560             Pavarde3560          5          5          8          6          6
Vardas3561             Pavarde3561          5          10          4          10          3
Vardas3562             Pavarde3562          10          10          7          4          9
Vardas3563             Pavarde3563          10          2          8          10          10
Vardas3564             Pavarde3564          2          1          9          10          2
Vardas3565             Pavarde3565          2          4          7          9          3
Vardas3566             Pavarde3566          1          10          7          1          7
Vardas3567             Pavarde3567          6          2          6          3          5
Vardas3568             Pavarde3568          2          2          9          10          6
Vardas3569             Pavarde3569          6          6          1          9          6
Vardas3570             Pavarde3570          10          4          10          8          1
Vardas3571             Pavarde3571          10          6          9          1          9
Vardas3572             Pavarde3572          5          2          7          4          4
Vardas3573             Pavarde3573          4          4          8          9          8
Vardas3574             Pavarde3574          5          7          9          10          8
Vardas3575             Pavarde3575          6          4          7          7          6
Vardas3576             Pavarde3576          2          9          4          1          5
Vardas3577             Pavarde3577          6          3          5          10          1
Vardas3578             Pavarde3578          8          2          6          3          2
Vardas3579             Pavarde3579          4          2          10          9          5
Vardas3580             Pavarde3580          1          7          8          3          8
Vardas3581             Pavarde3581          3          10          10          9          8
Vardas3582             Pavarde3582          5          3          8          2          2
Vardas3583             Pavarde3583          9          5          3          5          3
Vardas3584             Pavarde3584          10          5          5          10          6
Vardas3585             Pavarde3585          8          9          7          2          3
Vardas3586             Pavarde3586          9          7          4          2          3
Vardas3587             Pavarde3587          5          1          8          4          3
Vardas3588             Pavarde3588          8          2          7          5          3
Vardas3589             Pavarde3589          2          7          3          2          7
Vardas3590             Pavarde3590          9          7          10          6          4
Vardas3591             Pavarde3591          2          3          4          8          8
Vardas3592             Pavarde3592          9          1          5          3          9
Vardas3593             Pavarde3593          2          2          5          3          5
Vardas3594             Pavarde3594          4          6          10          6          7
Vardas3595             Pavarde3595          6          9          1          8          3
Vardas3596             Pavarde3596          8          8          2          8          4
Vardas3597             Pavarde3597          3          4          10          1          10
Vardas3598             Pavarde3598          4          9          7          4          4
Vardas3599             Pavarde3599          10          10          2          10          10
Vardas3600             Pavarde3600          8          3          5          8          1
Vardas3601             Pavarde3601          8          6          9          9          8
Vardas3602             Pavarde3602          5          2          8          10          3
Vardas3603             Pavarde3603          5          8          2          9          7
Vardas3604             Pavarde3604          8          10          1          2          1
Vardas3605             Pavarde3605          8          7          8          8          6
Vardas3606             Pavarde3606          6          4          1          5          6
Vardas3607             Pavarde3607          10          10          8          5          3
Vardas3608             Pavarde3608          3          2          7          10          3
Vardas3609             Pavarde3609          3          10          8          9          5
Vardas3610             Pavarde3610          9          9          1          3          1
Vardas3611             Pavarde3611          5          7          9          8          6
Vardas3612             Pavarde3612          7          10          2          5          9
Vardas3613             Pavarde3613          5          6          6          8          10
Vardas3614             Pavarde3614          4          4          7          9          5
Vardas3615             Pavarde3615          3          8          10          7          3
Vardas3616             Pavarde3616          10          7          9          10          5
Vardas3617             Pavarde3617          6          6          4          1          5
Vardas3618             Pavarde3618          2          9          1          5          9
Vardas3619             Pavarde3619          9          1          5          7          7
Vardas3620             Pavarde3620          8          9          1          5          3
Vardas3621             Pavarde3621          6          9          8          2          7
Vardas3622             Pavarde3622          3          3          2          4          10
Vardas3623             Pavarde3623          8          5          8          8          5
Vardas3624             Pavarde3624          4          7          5          7          4
Vardas3625             Pavarde3625          1          5          8          8          7
Vardas3626             Pavarde3626          3          10          1          4          6
Vardas3627             Pavarde3627          5          7          8          6          10
Vardas3628             Pavarde3628          10          10          1          7          6
Vardas3629             Pavarde3629          6          2          10          4          4
Vardas3630             Pavarde3630          8          1          2          3          9
Vardas3631             Pavarde3631          1          6          5          9          10
Vardas3632             Pavarde3632          7          2          10          5          3
Vardas3633             Pavarde3633          6          6          7          6          10
Vardas3634             Pavarde3634          4          7          5          9          10
Vardas3635             Pavarde3635          4          4          5          4          4
Vardas3636             Pavarde3636          3          1          8          2          2
Vardas3637             Pavarde3637          8          6          2          8          8
Vardas3638             Pavarde3638          2          9          6          1          10
Vardas3639             Pavarde3639          1          1          9          5          5
Vardas3640             Pavarde3640          2          9          2          2          5
Vardas3641             Pavarde3641          1          1          2          8          5
Vardas3642             Pavarde3642          3          7          3          6          3
Vardas3643             Pavarde3643          9          5          7          7          5
Vardas3644             Pavarde3644          2          5          3          6          1
Vardas3645             Pavarde3645          6          9          7          1          6
Vardas3646             Pavarde3646          9          7          10          9          5
Vardas3647             Pavarde3647          5          7          2          8          7
Vardas3648             Pavarde3648          5          3          8          7          8
Vardas3649             Pavarde3649          3          10          9          5          5
Vardas3650             Pavarde3650          9          5          9          10          4
Vardas3651             Pavarde3651          2          9          10          4          9
Vardas3652             Pavarde3652          2          8          1          2          9
Vardas3653             Pavarde3653          1          4          9          7          7
Vardas3654             Pavarde3654          10          8          2          3          7
Vardas3655             Pavarde3655          3          1          9          1          4
Vardas3656             Pavarde3656          6          3          8          1          8
Vardas3657             Pavarde3657          7          2          10          8          2
Vardas3658             Pavarde3658          5          8          8          5          6
Vardas3659             Pavarde3659          4          4          3          1          3
Vardas3660             Pavarde3660          5          8          5          6          9
Vardas3661             Pavarde3661          7          3          1          1          7
Vardas3662             Pavarde3662          8          8          4          2          3
Vardas3663             Pavarde3663          3          8          7          1          10
Vardas3664             Pavarde3664          10          7          1          10          4
Vardas3665             Pavarde3665          7          7          3          2          5
Vardas3666             Pavarde3666          9          2          7          3          9
Vardas3667             Pavarde3667          4          10          8          7          10
