Vardas             Pavarde                 ND1       ND2       ND3       ND4       ND5 Egzaminas
Vardas606             Pavarde606          1          2          5          7          3
Vardas607             Pavarde607          4          8          10          3          9
Vardas608             Pavarde608          10          4          4          6          7
Vardas609             Pavarde609          4          9          3          7          5
Vardas610             Pavarde610          5          4          1          10          7
Vardas611             Pavarde611          1          7          10          4          3
Vardas612             Pavarde612          9          8          3          6          1
Vardas613             Pavarde613          4          8          6          7          9
Vardas614             Pavarde614          9          3          8          5          1
Vardas615             Pavarde615          2          3          8          1          5
Vardas616             Pavarde616          2          1          3          4          8
Vardas617             Pavarde617          4          9          5          10          3
Vardas618             Pavarde618          2          4          2          3          6
Vardas619             Pavarde619          3          8          9          4          5
Vardas620             Pavarde620          6          10          6          9          2
Vardas621             Pavarde621          5          6          3          2          6
Vardas622             Pavarde622          1          9          5          7          4
Vardas623             Pavarde623          7          10          6          5          5
Vardas624             Pavarde624          5          9          3          4          9
Vardas625             Pavarde625          2          2          9          7          2
Vardas626             Pavarde626          9          4          9          2          5
Vardas627             Pavarde627          1          9          10          4          3
Vardas628             Pavarde628          6          1          2          5          6
Vardas629             Pavarde629          1          10          4          5          1
Vardas630             Pavarde630          3          5          4          5          4
Vardas631             Pavarde631          2          9          2          5          6
Vardas632             Pavarde632          2          6          8          7          6
Vardas633             Pavarde633          4          10          5          8          5
Vardas634             Pavarde634          8          5          2          9          6
Vardas635             Pavarde635          9          9          10          1          10
Vardas636             Pavarde636          10          3          2          1          3
Vardas637             Pavarde637          6          7          3          8          7
Vardas638             Pavarde638          9          4          5          10          7
Vardas639             Pavarde639          3          10          3          1          1
Vardas640             Pavarde640          10          2          4          10          9
Vardas641             Pavarde641          5          9          8          2          3
Vardas642             Pavarde642          3          7          8          5          7
Vardas643             Pavarde643          6          7          8          7          7
Vardas644             Pavarde644          9          1          8          3          6
Vardas645             Pavarde645          2          2          7          5          9
Vardas646             Pavarde646          3          6          1          2          3
Vardas647             Pavarde647          2          10          6          7          7
Vardas648             Pavarde648          10          9          5          1          1
Vardas649             Pavarde649          5          7          3          9          1
Vardas650             Pavarde650          9          6          10          4          5
Vardas651             Pavarde651          5          3          1          8          1
Vardas652             Pavarde652          10          7          8          5          10
Vardas653             Pavarde653          3          2          2          5          5
Vardas654             Pavarde654          1          9          5          8          9
Vardas655             Pavarde655          5          1          3          6          3
Vardas656             Pavarde656          9          9          10          1          1
Vardas657             Pavarde657          1          1          9          4          10
Vardas658             Pavarde658          4          4          3          8          5
Vardas659             Pavarde659          6          7          3          2          8
Vardas660             Pavarde660          9          5          9          9          1
Vardas661             Pavarde661          10          2          5          5          5
Vardas662             Pavarde662          4          2          2          8          7
Vardas663             Pavarde663          1          4          3          2          1
Vardas664             Pavarde664          9          9          1          7          5
Vardas665             Pavarde665          3          10          3          9          7
Vardas666             Pavarde666          4          3          8          3          9
Vardas667             Pavarde667          2          5          1          5          3
Vardas668             Pavarde668          7          2          10          6          2
Vardas669             Pavarde669          5          3          6          3          6
Vardas670             Pavarde670          7          2          8          10          1
Vardas671             Pavarde671          6          9          8          5          2
Vardas672             Pavarde672          1          6          6          10          3
Vardas673             Pavarde673          5          10          6          1          10
Vardas674             Pavarde674          6          3          2          2          9
Vardas675             Pavarde675          8          10          4          4          10
Vardas676             Pavarde676          2          5          4          7          2
Vardas677             Pavarde677          9          3          9          3          3
Vardas678             Pavarde678          7          7          9          9          9
Vardas679             Pavarde679          6          4          4          6          4
Vardas680             Pavarde680          2          8          2          2          9
Vardas681             Pavarde681          8          7          4          1          6
Vardas682             Pavarde682          10          1          3          7          6
Vardas683             Pavarde683          6          9          8          2          4
Vardas684             Pavarde684          8          6          5          8          6
Vardas685             Pavarde685          5          6          2          1          9
Vardas686             Pavarde686          2          5          6          8          7
Vardas687             Pavarde687          4          1          2          3          6
Vardas688             Pavarde688          4          6          5          7          10
Vardas689             Pavarde689          4          7          8          4          6
Vardas690             Pavarde690          3          5          7          5          6
Vardas691             Pavarde691          2          5          5          10          6
Vardas692             Pavarde692          6          7          7          1          8
Vardas693             Pavarde693          4          3          5          8          4
Vardas694             Pavarde694          2          2          1          7          7
Vardas695             Pavarde695          5          9          9          6          1
Vardas696             Pavarde696          8          8          5          4          4
Vardas697             Pavarde697          3          4          7          4          8
Vardas698             Pavarde698          8          9          9          9          6
Vardas699             Pavarde699          1          10          10          7          4
Vardas700             Pavarde700          5          6          1          6          6
Vardas701             Pavarde701          4          8          8          6          10
Vardas702             Pavarde702          3          1          2          2          6
Vardas703             Pavarde703          10          6          3          8          3
Vardas704             Pavarde704          8          8          7          7          1
Vardas705             Pavarde705          10          4          5          9          1
Vardas706             Pavarde706          2          10          3          8          5
Vardas707             Pavarde707          1          7          5          7          5
Vardas708             Pavarde708          9          8          5          2          6
Vardas709             Pavarde709          2          2          8          5          8
Vardas710             Pavarde710          6          6          3          5          2
Vardas711             Pavarde711          8          10          9          3          10
Vardas712             Pavarde712          9          2          5          1          7
Vardas713             Pavarde713          4          6          5          4          10
Vardas714             Pavarde714          2          10          10          3          4
Vardas715             Pavarde715          1          7          5          2          3
Vardas716             Pavarde716          6          6          6          4          1
Vardas717             Pavarde717          10          10          8          1          6
Vardas718             Pavarde718          7          3          2          6          7
Vardas719             Pavarde719          9          5          8          2          7
Vardas720             Pavarde720          5          6          5          8          4
Vardas721             Pavarde721          4          4          10          4          7
Vardas722             Pavarde722          4          10          4          3          8
Vardas723             Pavarde723          5          7          1          4          9
Vardas724             Pavarde724          6          8          8          6          8
Vardas725             Pavarde725          2          3          5          7          2
Vardas726             Pavarde726          5          5          1          1          2
Vardas727             Pavarde727          1          9          1          5          2
Vardas728             Pavarde728          5          7          3          9          1
Vardas729             Pavarde729          9          4          6          5          6
Vardas730             Pavarde730          2          4          4          4          1
Vardas731             Pavarde731          8          8          7          10          6
Vardas732             Pavarde732          1          5          9          8          8
Vardas733             Pavarde733          1          9          9          9          7
Vardas734             Pavarde734          1          9          2          4          3
Vardas735             Pavarde735          10          3          9          3          7
Vardas736             Pavarde736          6          10          6          3          10
Vardas737             Pavarde737          6          10          10          7          3
Vardas738             Pavarde738          9          9          9          4          5
Vardas739             Pavarde739          2          9          10          4          9
Vardas740             Pavarde740          2          10          8          5          8
Vardas741             Pavarde741          3          10          5          5          3
Vardas742             Pavarde742          6          7          2          9          1
Vardas743             Pavarde743          9          3          5          6          6
Vardas744             Pavarde744          7          10          1          4          10
Vardas745             Pavarde745          5          5          7          2          10
Vardas746             Pavarde746          6          9          5          8          6
Vardas747             Pavarde747          10          8          10          9          2
Vardas748             Pavarde748          2          4          9          8          1
Vardas749             Pavarde749          2          2          4          1          3
Vardas750             Pavarde750          3          2          7          5          8
Vardas751             Pavarde751          10          6          6          10          9
Vardas752             Pavarde752          2          3          1          8          7
Vardas753             Pavarde753          8          3          5          5          5
Vardas754             Pavarde754          6          10          3          6          6
Vardas755             Pavarde755          10          1          1          4          10
Vardas756             Pavarde756          1          8          1          6          2
Vardas757             Pavarde757          3          10          8          6          6
Vardas758             Pavarde758          9          3          3          6          2
Vardas759             Pavarde759          1          7          2          10          7
Vardas760             Pavarde760          8          1          3          4          3
Vardas761             Pavarde761          9          1          7          4          8
Vardas762             Pavarde762          1          6          3          9          4
Vardas763             Pavarde763          6          6          5          5          5
Vardas764             Pavarde764          8          7          5          4          6
Vardas765             Pavarde765          4          8          8          4          9
Vardas766             Pavarde766          8          2          8          4          7
Vardas767             Pavarde767          4          8          1          3          3
Vardas768             Pavarde768          1          9          1          6          4
Vardas769             Pavarde769          4          10          9          4          4
Vardas770             Pavarde770          6          10          2          2          2
Vardas771             Pavarde771          8          10          9          7          5
Vardas772             Pavarde772          2          2          10          2          6
Vardas773             Pavarde773          2          5          6          1          4
Vardas774             Pavarde774          3          9          4          2          1
Vardas775             Pavarde775          5          10          7          2          2
Vardas776             Pavarde776          1          8          7          6          3
Vardas777             Pavarde777          4          9          1          5          5
Vardas778             Pavarde778          3          4          8          8          3
Vardas779             Pavarde779          4          2          2          4          8
Vardas780             Pavarde780          9          3          4          2          8
Vardas781             Pavarde781          2          1          4          10          9
Vardas782             Pavarde782          5          3          10          4          4
Vardas783             Pavarde783          5          2          8          9          6
Vardas784             Pavarde784          5          7          4          4          10
Vardas785             Pavarde785          3          4          3          5          4
Vardas786             Pavarde786          1          1          2          10          6
Vardas787             Pavarde787          4          10          9          7          3
Vardas788             Pavarde788          10          3          2          4          2
Vardas789             Pavarde789          2          1          3          2          1
Vardas790             Pavarde790          2          1          8          3          1
Vardas791             Pavarde791          1          5          5          6          7
Vardas792             Pavarde792          3          3          5          5          6
Vardas793             Pavarde793          10          4          10          9          1
Vardas794             Pavarde794          9          5          3          1          7
Vardas795             Pavarde795          10          10          9          3          3
Vardas796             Pavarde796          5          4          1          9          10
Vardas797             Pavarde797          10          4          10          7          3
Vardas798             Pavarde798          6          4          6          1          7
Vardas799             Pavarde799          5          7          10          7          8
Vardas800             Pavarde800          2          2          2          2          8
Vardas801             Pavarde801          1          1          1          6          5
Vardas802             Pavarde802          7          5          5          2          1
Vardas803             Pavarde803          2          10          6          10          7
Vardas804             Pavarde804          9          5          2          10          3
Vardas805             Pavarde805          10          7          7          9          2
Vardas806             Pavarde806          6          5          4          6          8
Vardas807             Pavarde807          10          5          10          7          10
Vardas808             Pavarde808          2          8          8          8          3
Vardas809             Pavarde809          4          9          9          10          8
Vardas810             Pavarde810          5          8          7          10          4
Vardas811             Pavarde811          9          7          4          7          7
Vardas812             Pavarde812          2          2          5          6          1
Vardas813             Pavarde813          2          10          6          8          4
Vardas814             Pavarde814          3          1          3          4          7
Vardas815             Pavarde815          5          1          9          4          6
Vardas816             Pavarde816          9          8          9          5          2
Vardas817             Pavarde817          3          5          5          3          8
Vardas818             Pavarde818          5          2          6          1          4
Vardas819             Pavarde819          9          9          9          6          10
Vardas820             Pavarde820          1          9          4          3          4
Vardas821             Pavarde821          2          1          7          8          8
Vardas822             Pavarde822          2          7          2          9          2
Vardas823             Pavarde823          9          8          9          4          10
Vardas824             Pavarde824          7          9          8          2          1
Vardas825             Pavarde825          10          5          10          2          7
Vardas826             Pavarde826          6          7          1          4          10
Vardas827             Pavarde827          7          1          2          9          6
Vardas828             Pavarde828          3          6          10          6          5
Vardas829             Pavarde829          9          10          5          6          9
Vardas830             Pavarde830          6          4          6          2          9
Vardas831             Pavarde831          2          7          10          7          8
Vardas832             Pavarde832          3          6          7          10          8
Vardas833             Pavarde833          1          3          9          7          3
Vardas834             Pavarde834          2          10          10          6          2
Vardas835             Pavarde835          4          3          1          4          5
Vardas836             Pavarde836          4          4          7          7          3
Vardas837             Pavarde837          2          4          10          10          10
Vardas838             Pavarde838          9          10          2          3          9
Vardas839             Pavarde839          5          6          8          7          7
Vardas840             Pavarde840          9          9          9          9          6
Vardas841             Pavarde841          4          3          4          3          1
Vardas842             Pavarde842          9          9          5          3          3
Vardas843             Pavarde843          9          1          8          2          4
Vardas844             Pavarde844          5          10          4          9          7
Vardas845             Pavarde845          4          6          10          5          1
Vardas846             Pavarde846          7          1          6          6          4
Vardas847             Pavarde847          8          9          2          10          4
Vardas848             Pavarde848          9          2          4          1          9
Vardas849             Pavarde849          7          2          9          7          10
Vardas850             Pavarde850          7          9          1          6          9
Vardas851             Pavarde851          4          5          8          1          8
Vardas852             Pavarde852          7          9          8          10          7
Vardas853             Pavarde853          6          7          6          8          2
Vardas854             Pavarde854          5          8          7          1          7
Vardas855             Pavarde855          10          7          6          1          2
Vardas856             Pavarde856          6          3          10          8          3
Vardas857             Pavarde857          9          1          8          4          9
Vardas858             Pavarde858          5          8          9          8          2
Vardas859             Pavarde859          7          2          10          8          9
Vardas860             Pavarde860          8          8          6          3          5
Vardas861             Pavarde861          6          10          2          4          1
Vardas862             Pavarde862          2          2          7          2          8
Vardas863             Pavarde863          2          7          10          2          9
Vardas864             Pavarde864          4          1          10          4          1
Vardas865             Pavarde865          8          3          6          9          4
Vardas866             Pavarde866          3          9          3          5          2
Vardas867             Pavarde867          5          9          2          10          8
Vardas868             Pavarde868          6          5          10          5          3
Vardas869             Pavarde869          5          1          2          10          6
Vardas870             Pavarde870          10          4          2          7          1
Vardas871             Pavarde871          7          10          6          1          6
Vardas872             Pavarde872          7          8          2          3          2
Vardas873             Pavarde873          10          4          1          1          4
Vardas874             Pavarde874          3          3          9          5          2
Vardas875             Pavarde875          6          9          9          6          10
Vardas876             Pavarde876          5          8          4          8          7
Vardas877             Pavarde877          4          10          7          9          1
Vardas878             Pavarde878          4          3          1          5          4
Vardas879             Pavarde879          1          8          2          10          1
Vardas880             Pavarde880          2          5          5          3          2
Vardas881             Pavarde881          1          9          5          4          3
Vardas882             Pavarde882          3          4          1          7          10
Vardas883             Pavarde883          5          10          2          9          2
Vardas884             Pavarde884          10          5          4          5          2
Vardas885             Pavarde885          10          6          6          5          7
Vardas886             Pavarde886          8          6          4          7          6
Vardas887             Pavarde887          10          5          6          6          3
Vardas888             Pavarde888          7          9          3          9          1
Vardas889             Pavarde889          9          5          4          5          10
Vardas890             Pavarde890          3          7          4          6          9
Vardas891             Pavarde891          4          7          3          5          9
Vardas892             Pavarde892          6          4          4          8          4
Vardas893             Pavarde893          10          2          3          6          3
Vardas894             Pavarde894          10          1          1          4          10
Vardas895             Pavarde895          8          8          9          9          2
Vardas896             Pavarde896          1          10          8          9          1
Vardas897             Pavarde897          6          2          3          7          3
Vardas898             Pavarde898          1          1          8          6          4
Vardas899             Pavarde899          1          7          9          3          1
Vardas900             Pavarde900          6          5          8          7          9
Vardas901             Pavarde901          4          4          4          10          6
Vardas902             Pavarde902          3          2          10          4          7
Vardas903             Pavarde903          7          2          7          4          5
Vardas904             Pavarde904          1          8          6          9          5
Vardas905             Pavarde905          3          2          6          7          7
Vardas906             Pavarde906          7          3          3          5          5
Vardas907             Pavarde907          6          1          9          7          10
Vardas908             Pavarde908          3          6          4          3          8
Vardas909             Pavarde909          5          8          1          6          4
Vardas910             Pavarde910          10          2          5          3          3
Vardas911             Pavarde911          2          3          2          1          3
Vardas912             Pavarde912          10          10          8          10          7
Vardas913             Pavarde913          1          4          1          8          10
Vardas914             Pavarde914          5          9          5          6          3
Vardas915             Pavarde915          3          3          8          4          8
Vardas916             Pavarde916          7          6          2          1          7
Vardas917             Pavarde917          6          10          1          5          10
Vardas918             Pavarde918          5          3          4          9          3
Vardas919             Pavarde919          8          10          5          9          5
Vardas920             Pavarde920          2          2          3          4          6
Vardas921             Pavarde921          7          6          10          4          1
Vardas922             Pavarde922          5          10          7          10          10
Vardas923             Pavarde923          4          6          8          1          8
Vardas924             Pavarde924          9          10          7          8          3
Vardas925             Pavarde925          4          4          3          7          1
Vardas926             Pavarde926          10          8          10          1          6
Vardas927             Pavarde927          4          7          7          5          7
Vardas928             Pavarde928          1          5          9          5          2
Vardas929             Pavarde929          5          10          2          4          5
Vardas930             Pavarde930          2          6          2          3          8
Vardas931             Pavarde931          7          2          8          10          8
Vardas932             Pavarde932          7          4          2          10          10
Vardas933             Pavarde933          2          5          2          2          5
Vardas934             Pavarde934          4          7          7          6          4
Vardas935             Pavarde935          2          1          1          6          2
Vardas936             Pavarde936          5          8          4          8          7
Vardas937             Pavarde937          4          8          4          3          8
Vardas938             Pavarde938          6          4          4          2          2
Vardas939             Pavarde939          8          3          10          8          8
Vardas940             Pavarde940          7          2          7          10          10
Vardas941             Pavarde941          9          5          6          3          7
Vardas942             Pavarde942          8          9          1          1          10
Vardas943             Pavarde943          2          5          10          2          5
Vardas944             Pavarde944          6          5          6          4          2
Vardas945             Pavarde945          8          5          5          8          7
Vardas946             Pavarde946          6          3          5          2          6
Vardas947             Pavarde947          3          9          7          3          2
Vardas948             Pavarde948          6          6          8          10          4
Vardas949             Pavarde949          6          8          9          3          2
Vardas950             Pavarde950          10          10          5          10          2
Vardas951             Pavarde951          3          7          2          6          7
Vardas952             Pavarde952          9          7          10          8          7
Vardas953             Pavarde953          9          3          2          5          1
Vardas954             Pavarde954          10          1          5          9          1
Vardas955             Pavarde955          4          1          5          1          4
Vardas956             Pavarde956          3          7          1          9          5
Vardas957             Pavarde957          9          1          5          2          8
Vardas958             Pavarde958          10          1          1          2          3
Vardas959             Pavarde959          9          3          5          9          8
Vardas960             Pavarde960          9          4          3          5          2
Vardas961             Pavarde961          3          3          2          3          2
Vardas962             Pavarde962          3          10          7          5          7
Vardas963             Pavarde963          2          4          5          6          10
Vardas964             Pavarde964          2          7          3          3          6
Vardas965             Pavarde965          8          5          6          6          7
Vardas966             Pavarde966          5          2          9          10          7
Vardas967             Pavarde967          7          7          3          10          1
Vardas968             Pavarde968          6          1          10          7          3
Vardas969             Pavarde969          5          7          7          1          3
Vardas970             Pavarde970          1          1          2          3          9
Vardas971             Pavarde971          8          1          3          8          6
Vardas972             Pavarde972          4          9          7          8          6
Vardas973             Pavarde973          7          4          5          8          7
Vardas974             Pavarde974          2          8          4          4          8
Vardas975             Pavarde975          5          9          3          3          6
Vardas976             Pavarde976          7          4          7          6          3
Vardas977             Pavarde977          10          6          6          4          7
Vardas978             Pavarde978          2          1          7          6          5
Vardas979             Pavarde979          5          5          5          7          8
Vardas980             Pavarde980          6          6          10          8          6
Vardas981             Pavarde981          1          3          10          1          10
Vardas982             Pavarde982          4          10          9          8          4
Vardas983             Pavarde983          5          2          2          8          8
Vardas984             Pavarde984          3          4          1          8          7
Vardas985             Pavarde985          1          10          8          5          10
Vardas986             Pavarde986          7          1          5          10          4
Vardas987             Pavarde987          9          10          2          2          10
Vardas988             Pavarde988          3          9          4          7          2
Vardas989             Pavarde989          1          3          3          10          1
Vardas990             Pavarde990          9          2          8          7          9
Vardas991             Pavarde991          4          4          2          9          3
Vardas992             Pavarde992          1          2          6          7          6
Vardas993             Pavarde993          10          2          1          6          8
Vardas994             Pavarde994          4          6          6          1          5
Vardas995             Pavarde995          8          7          7          10          2
Vardas996             Pavarde996          10          1          1          3          1
Vardas997             Pavarde997          10          7          10          5          6
Vardas998             Pavarde998          9          9          10          2          3
Vardas999             Pavarde999          2          9          8          3          7
Vardas1000             Pavarde1000          1          4          1          7          3
